season,week,league_key,league_name,ties,manager_a,manager_a_record,manager_b,manager_b_record
2014,21,328.l.34893,Dodgers a steal at 2 Billion!,2,NOBS,5,Dan,7
2014,21,328.l.34893,Dodgers a steal at 2 Billion!,2,Joshua,6,Nikolai Khabibulin,6
2014,21,328.l.34893,Dodgers a steal at 2 Billion!,2,Jeff,9,Paulie,3
2014,21,328.l.34893,Dodgers a steal at 2 Billion!,2,M Z,8,Kevo,4
2014,22,328.l.34893,Dodgers a steal at 2 Billion!,1,The Wizard,8,Kevo,5
2014,22,328.l.34893,Dodgers a steal at 2 Billion!,1,MELISSA,6,Brett,7
2014,22,328.l.34893,Dodgers a steal at 2 Billion!,1,NOBS,8,Weazy,5
2014,22,328.l.34893,Dodgers a steal at 2 Billion!,1,Joshua,2,Dan,11
2014,22,328.l.34893,Dodgers a steal at 2 Billion!,0,Jeff,4,Nikolai Khabibulin,10
2014,22,328.l.34893,Dodgers a steal at 2 Billion!,3,M Z,8,Paulie,3
2014,23,328.l.34893,Dodgers a steal at 2 Billion!,2,MELISSA,5,Paulie,7
2014,23,328.l.34893,Dodgers a steal at 2 Billion!,4,NOBS,6,Weazy,4
2014,23,328.l.34893,Dodgers a steal at 2 Billion!,4,Jeff,3,Dan,7
2014,23,328.l.34893,Dodgers a steal at 2 Billion!,3,M Z,9,Kevo,2
2014,24,328.l.34893,Dodgers a steal at 2 Billion!,2,The Wizard,1,NOBS,11
2014,24,328.l.34893,Dodgers a steal at 2 Billion!,2,MELISSA,8,Kevo,4
2014,24,328.l.34893,Dodgers a steal at 2 Billion!,2,Joshua,2,M Z,10
2014,24,328.l.34893,Dodgers a steal at 2 Billion!,2,Jeff,6,Weazy,6
2014,24,328.l.34893,Dodgers a steal at 2 Billion!,2,Paulie,1,Brett,11
2014,24,328.l.34893,Dodgers a steal at 2 Billion!,1,Nikolai Khabibulin,7,Dan,6
2014,25,328.l.34893,Dodgers a steal at 2 Billion!,2,The Wizard,8,Dan,4
2014,25,328.l.34893,Dodgers a steal at 2 Billion!,3,NOBS,4,Nikolai Khabibulin,7
2014,25,328.l.34893,Dodgers a steal at 2 Billion!,3,Joshua,3,Paulie,8
2014,25,328.l.34893,Dodgers a steal at 2 Billion!,2,M Z,12,Brett,0
2014,1,328.l.112970,Cub Fans Only,2,Dan,4,Paulie,5
2014,1,328.l.112970,Cub Fans Only,1,Baby..I&#39;m gonna butter your bread,7,MojoHusker,3
2014,1,328.l.112970,Cub Fans Only,0,Jambalaya,9,Kevo,2
2014,1,328.l.112970,Cub Fans Only,1,Meatty,5,M Z,5
2014,1,328.l.112970,Cub Fans Only,1,Nikolai Khabibulin,5,NOBS,5
2014,2,328.l.112970,Cub Fans Only,0,Dan,2,Baby..I&#39;m gonna butter your bread,9
2014,2,328.l.112970,Cub Fans Only,2,Paulie,7,NOBS,2
2014,2,328.l.112970,Cub Fans Only,1,Jambalaya,8,MojoHusker,2
2014,2,328.l.112970,Cub Fans Only,2,Meatty,5,Kevo,4
2014,2,328.l.112970,Cub Fans Only,0,Nikolai Khabibulin,9,M Z,2
2014,3,328.l.112970,Cub Fans Only,2,Dan,3,Jambalaya,6
2014,3,328.l.112970,Cub Fans Only,0,Paulie,9,Baby..I&#39;m gonna butter your bread,2
2014,3,328.l.112970,Cub Fans Only,0,Meatty,3,MojoHusker,8
2014,3,328.l.112970,Cub Fans Only,0,Nikolai Khabibulin,9,Kevo,2
2014,3,328.l.112970,Cub Fans Only,0,M Z,4,NOBS,7
2014,4,328.l.112970,Cub Fans Only,0,Dan,7,Meatty,4
2014,4,328.l.112970,Cub Fans Only,1,Paulie,6,Jambalaya,4
2014,4,328.l.112970,Cub Fans Only,1,Baby..I&#39;m gonna butter your bread,2,NOBS,8
2014,4,328.l.112970,Cub Fans Only,1,Nikolai Khabibulin,6,MojoHusker,4
2014,4,328.l.112970,Cub Fans Only,1,M Z,6,Kevo,4
2014,5,328.l.112970,Cub Fans Only,0,Dan,8,Nikolai Khabibulin,3
2014,5,328.l.112970,Cub Fans Only,0,Paulie,10,Meatty,1
2014,5,328.l.112970,Cub Fans Only,1,Baby..I&#39;m gonna butter your bread,4,Jambalaya,6
2014,5,328.l.112970,Cub Fans Only,1,M Z,3,MojoHusker,7
2014,5,328.l.112970,Cub Fans Only,0,Kevo,4,NOBS,7
2014,6,328.l.112970,Cub Fans Only,3,Dan,4,M Z,4
2014,6,328.l.112970,Cub Fans Only,1,Paulie,6,Nikolai Khabibulin,4
2014,6,328.l.112970,Cub Fans Only,1,Baby..I&#39;m gonna butter your bread,1,Meatty,9
2014,6,328.l.112970,Cub Fans Only,0,Jambalaya,3,NOBS,8
2014,6,328.l.112970,Cub Fans Only,0,Kevo,0,MojoHusker,11
2014,7,328.l.112970,Cub Fans Only,0,Dan,7,Kevo,4
2014,7,328.l.112970,Cub Fans Only,1,Paulie,6,M Z,4
2014,7,328.l.112970,Cub Fans Only,1,Baby..I&#39;m gonna butter your bread,4,Nikolai Khabibulin,6
2014,7,328.l.112970,Cub Fans Only,1,Jambalaya,3,Meatty,7
2014,7,328.l.112970,Cub Fans Only,1,MojoHusker,1,NOBS,9
2014,8,328.l.112970,Cub Fans Only,1,Dan,6,MojoHusker,4
2014,8,328.l.112970,Cub Fans Only,0,Paulie,9,Kevo,2
2014,8,328.l.112970,Cub Fans Only,0,Baby..I&#39;m gonna butter your bread,5,M Z,6
2014,8,328.l.112970,Cub Fans Only,2,Jambalaya,6,Nikolai Khabibulin,3
2014,8,328.l.112970,Cub Fans Only,1,Meatty,5,NOBS,5
2014,9,328.l.112970,Cub Fans Only,0,Dan,7,NOBS,4
2014,9,328.l.112970,Cub Fans Only,1,Paulie,5,MojoHusker,5
2014,9,328.l.112970,Cub Fans Only,0,Baby..I&#39;m gonna butter your bread,7,Kevo,4
2014,9,328.l.112970,Cub Fans Only,1,Jambalaya,5,M Z,5
2014,9,328.l.112970,Cub Fans Only,0,Meatty,7,Nikolai Khabibulin,4
2014,10,328.l.112970,Cub Fans Only,0,Dan,4,Paulie,7
2014,10,328.l.112970,Cub Fans Only,0,Baby..I&#39;m gonna butter your bread,1,MojoHusker,10
2014,10,328.l.112970,Cub Fans Only,0,Jambalaya,11,Kevo,0
2014,10,328.l.112970,Cub Fans Only,0,Meatty,6,M Z,5
2014,10,328.l.112970,Cub Fans Only,0,Nikolai Khabibulin,0,NOBS,11
2014,11,328.l.112970,Cub Fans Only,1,Dan,8,Baby..I&#39;m gonna butter your bread,2
2014,11,328.l.112970,Cub Fans Only,1,Paulie,0,NOBS,10
2014,11,328.l.112970,Cub Fans Only,1,Jambalaya,4,MojoHusker,6
2014,11,328.l.112970,Cub Fans Only,0,Meatty,10,Kevo,1
2014,11,328.l.112970,Cub Fans Only,1,Nikolai Khabibulin,4,M Z,6
2014,12,328.l.112970,Cub Fans Only,2,Dan,4,Jambalaya,5
2014,12,328.l.112970,Cub Fans Only,0,Paulie,8,Baby..I&#39;m gonna butter your bread,3
2014,12,328.l.112970,Cub Fans Only,0,Meatty,4,MojoHusker,7
2014,12,328.l.112970,Cub Fans Only,2,Nikolai Khabibulin,9,Kevo,0
2014,12,328.l.112970,Cub Fans Only,0,M Z,3,NOBS,8
2014,13,328.l.112970,Cub Fans Only,1,Dan,6,Meatty,4
2014,13,328.l.112970,Cub Fans Only,0,Paulie,1,Jambalaya,10
2014,13,328.l.112970,Cub Fans Only,1,Baby..I&#39;m gonna butter your bread,4,NOBS,6
2014,13,328.l.112970,Cub Fans Only,0,Nikolai Khabibulin,5,MojoHusker,6
2014,13,328.l.112970,Cub Fans Only,0,M Z,10,Kevo,1
2014,14,328.l.112970,Cub Fans Only,1,Dan,7,Nikolai Khabibulin,3
2014,14,328.l.112970,Cub Fans Only,0,Paulie,8,Meatty,3
2014,14,328.l.112970,Cub Fans Only,2,Baby..I&#39;m gonna butter your bread,5,Jambalaya,4
2014,14,328.l.112970,Cub Fans Only,0,M Z,1,MojoHusker,10
2014,14,328.l.112970,Cub Fans Only,0,Kevo,0,NOBS,11
2014,15,328.l.112970,Cub Fans Only,1,Dan,2,M Z,8
2014,15,328.l.112970,Cub Fans Only,0,Paulie,4,Nikolai Khabibulin,7
2014,15,328.l.112970,Cub Fans Only,0,Baby..I&#39;m gonna butter your bread,10,Meatty,1
2014,15,328.l.112970,Cub Fans Only,1,Jambalaya,4,NOBS,6
2014,15,328.l.112970,Cub Fans Only,0,Kevo,0,MojoHusker,11
2014,16,328.l.112970,Cub Fans Only,1,Dan,7,Kevo,3
2014,16,328.l.112970,Cub Fans Only,2,Paulie,3,M Z,6
2014,16,328.l.112970,Cub Fans Only,0,Baby..I&#39;m gonna butter your bread,1,Nikolai Khabibulin,10
2014,16,328.l.112970,Cub Fans Only,1,Jambalaya,8,Meatty,2
2014,16,328.l.112970,Cub Fans Only,3,MojoHusker,5,NOBS,3
2014,17,328.l.112970,Cub Fans Only,0,Dan,6,MojoHusker,5
2014,17,328.l.112970,Cub Fans Only,2,Paulie,8,Kevo,1
2014,17,328.l.112970,Cub Fans Only,0,Baby..I&#39;m gonna butter your bread,1,M Z,10
2014,17,328.l.112970,Cub Fans Only,0,Jambalaya,5,Nikolai Khabibulin,6
2014,17,328.l.112970,Cub Fans Only,0,Meatty,4,NOBS,7
2014,18,328.l.112970,Cub Fans Only,1,Dan,3,NOBS,7
2014,18,328.l.112970,Cub Fans Only,0,Paulie,4,MojoHusker,7
2014,18,328.l.112970,Cub Fans Only,0,Baby..I&#39;m gonna butter your bread,10,Kevo,1
2014,18,328.l.112970,Cub Fans Only,0,Jambalaya,4,M Z,7
2014,18,328.l.112970,Cub Fans Only,0,Meatty,1,Nikolai Khabibulin,10
2014,19,328.l.112970,Cub Fans Only,1,Dan,0,Paulie,10
2014,19,328.l.112970,Cub Fans Only,0,Baby..I&#39;m gonna butter your bread,1,MojoHusker,10
2014,19,328.l.112970,Cub Fans Only,0,Jambalaya,11,Kevo,0
2014,19,328.l.112970,Cub Fans Only,1,Meatty,4,M Z,6
2014,19,328.l.112970,Cub Fans Only,1,Nikolai Khabibulin,2,NOBS,8
2014,20,328.l.112970,Cub Fans Only,0,Dan,8,Baby..I&#39;m gonna butter your bread,3
2014,20,328.l.112970,Cub Fans Only,1,Paulie,4,NOBS,6
2014,20,328.l.112970,Cub Fans Only,0,Jambalaya,4,MojoHusker,7
2014,20,328.l.112970,Cub Fans Only,5,Meatty,3,Kevo,3
2014,20,328.l.112970,Cub Fans Only,1,Nikolai Khabibulin,9,M Z,1
2014,21,328.l.112970,Cub Fans Only,2,Dan,9,Jambalaya,0
2014,21,328.l.112970,Cub Fans Only,1,Paulie,7,Baby..I&#39;m gonna butter your bread,3
2014,21,328.l.112970,Cub Fans Only,0,Meatty,2,MojoHusker,9
2014,21,328.l.112970,Cub Fans Only,0,Nikolai Khabibulin,10,Kevo,1
2014,21,328.l.112970,Cub Fans Only,1,M Z,6,NOBS,4
2014,22,328.l.112970,Cub Fans Only,0,Dan,10,Meatty,1
2014,22,328.l.112970,Cub Fans Only,1,Paulie,3,Jambalaya,7
2014,22,328.l.112970,Cub Fans Only,1,Baby..I&#39;m gonna butter your bread,0,NOBS,10
2014,22,328.l.112970,Cub Fans Only,1,Nikolai Khabibulin,2,MojoHusker,8
2014,22,328.l.112970,Cub Fans Only,0,M Z,10,Kevo,1
2014,23,328.l.112970,Cub Fans Only,1,Dan,8,Paulie,2
2014,23,328.l.112970,Cub Fans Only,0,Jambalaya,6,Nikolai Khabibulin,5
2014,24,328.l.112970,Cub Fans Only,0,Dan,2,MojoHusker,9
2014,24,328.l.112970,Cub Fans Only,0,Paulie,5,Nikolai Khabibulin,6
2014,24,328.l.112970,Cub Fans Only,5,Baby..I&#39;m gonna butter your bread,1,Meatty,5
2014,24,328.l.112970,Cub Fans Only,1,Jambalaya,6,NOBS,4
2014,24,328.l.112970,Cub Fans Only,0,M Z,8,Kevo,3
2014,25,328.l.112970,Cub Fans Only,0,Dan,3,NOBS,8
2014,25,328.l.112970,Cub Fans Only,6,Baby..I&#39;m gonna butter your bread,1,Kevo,4
2014,25,328.l.112970,Cub Fans Only,0,Jambalaya,5,MojoHusker,6
2014,25,328.l.112970,Cub Fans Only,0,Meatty,7,M Z,4
2015,1,346.l.18224,Dodgers - Moneyball with Money,1,The Wizard,5,Paulie,8
2015,1,346.l.18224,Dodgers - Moneyball with Money,3,Weazy,3,Jeff,8
2015,1,346.l.18224,Dodgers - Moneyball with Money,2,Nikolai Khabibulin,8,DiZzY,4
2015,1,346.l.18224,Dodgers - Moneyball with Money,1,M Z,6,Dan,7
2015,1,346.l.18224,Dodgers - Moneyball with Money,2,Joshua,6,NOBS,6
2015,1,346.l.18224,Dodgers - Moneyball with Money,2,Brett,10,Kevo,2
2015,2,346.l.18224,Dodgers - Moneyball with Money,2,The Wizard,9,Weazy,3
2015,2,346.l.18224,Dodgers - Moneyball with Money,2,Paulie,7,Kevo,5
2015,2,346.l.18224,Dodgers - Moneyball with Money,2,Nikolai Khabibulin,10,Jeff,2
2015,2,346.l.18224,Dodgers - Moneyball with Money,1,M Z,8,DiZzY,5
2015,2,346.l.18224,Dodgers - Moneyball with Money,1,Joshua,6,Dan,7
2015,2,346.l.18224,Dodgers - Moneyball with Money,1,Brett,3,NOBS,10
2015,3,346.l.18224,Dodgers - Moneyball with Money,1,The Wizard,6,Nikolai Khabibulin,7
2015,3,346.l.18224,Dodgers - Moneyball with Money,3,Paulie,7,Weazy,4
2015,3,346.l.18224,Dodgers - Moneyball with Money,1,M Z,2,Jeff,11
2015,3,346.l.18224,Dodgers - Moneyball with Money,3,Joshua,6,DiZzY,5
2015,3,346.l.18224,Dodgers - Moneyball with Money,1,Brett,4,Dan,9
2015,3,346.l.18224,Dodgers - Moneyball with Money,1,NOBS,6,Kevo,7
2015,4,346.l.18224,Dodgers - Moneyball with Money,0,The Wizard,9,M Z,5
2015,4,346.l.18224,Dodgers - Moneyball with Money,1,Paulie,0,Nikolai Khabibulin,13
2015,4,346.l.18224,Dodgers - Moneyball with Money,1,Weazy,7,Kevo,6
2015,4,346.l.18224,Dodgers - Moneyball with Money,2,Joshua,8,Jeff,4
2015,4,346.l.18224,Dodgers - Moneyball with Money,1,Brett,2,DiZzY,11
2015,4,346.l.18224,Dodgers - Moneyball with Money,1,NOBS,6,Dan,7
2015,5,346.l.18224,Dodgers - Moneyball with Money,2,The Wizard,5,Joshua,7
2015,5,346.l.18224,Dodgers - Moneyball with Money,0,Paulie,3,M Z,11
2015,5,346.l.18224,Dodgers - Moneyball with Money,1,Weazy,1,Nikolai Khabibulin,12
2015,5,346.l.18224,Dodgers - Moneyball with Money,2,Brett,5,Jeff,7
2015,5,346.l.18224,Dodgers - Moneyball with Money,1,NOBS,9,DiZzY,4
2015,5,346.l.18224,Dodgers - Moneyball with Money,1,Dan,5,Kevo,8
2015,6,346.l.18224,Dodgers - Moneyball with Money,1,The Wizard,8,Brett,5
2015,6,346.l.18224,Dodgers - Moneyball with Money,2,Paulie,5,Joshua,7
2015,6,346.l.18224,Dodgers - Moneyball with Money,1,Weazy,5,M Z,8
2015,6,346.l.18224,Dodgers - Moneyball with Money,2,Nikolai Khabibulin,10,Kevo,2
2015,6,346.l.18224,Dodgers - Moneyball with Money,3,NOBS,5,Jeff,6
2015,6,346.l.18224,Dodgers - Moneyball with Money,0,Dan,2,DiZzY,12
2015,7,346.l.18224,Dodgers - Moneyball with Money,1,The Wizard,8,NOBS,5
2015,7,346.l.18224,Dodgers - Moneyball with Money,1,Paulie,10,Brett,3
2015,7,346.l.18224,Dodgers - Moneyball with Money,3,Weazy,5,Joshua,6
2015,7,346.l.18224,Dodgers - Moneyball with Money,1,Nikolai Khabibulin,9,M Z,4
2015,7,346.l.18224,Dodgers - Moneyball with Money,2,Dan,9,Jeff,3
2015,7,346.l.18224,Dodgers - Moneyball with Money,1,DiZzY,5,Kevo,8
2015,8,346.l.18224,Dodgers - Moneyball with Money,2,The Wizard,7,Dan,5
2015,8,346.l.18224,Dodgers - Moneyball with Money,1,Paulie,3,NOBS,10
2015,8,346.l.18224,Dodgers - Moneyball with Money,1,Weazy,10,Brett,3
2015,8,346.l.18224,Dodgers - Moneyball with Money,1,Nikolai Khabibulin,9,Joshua,4
2015,8,346.l.18224,Dodgers - Moneyball with Money,2,M Z,8,Kevo,4
2015,8,346.l.18224,Dodgers - Moneyball with Money,2,DiZzY,8,Jeff,4
2015,9,346.l.18224,Dodgers - Moneyball with Money,2,The Wizard,9,DiZzY,3
2015,9,346.l.18224,Dodgers - Moneyball with Money,0,Paulie,10,Dan,4
2015,9,346.l.18224,Dodgers - Moneyball with Money,1,Weazy,5,NOBS,8
2015,9,346.l.18224,Dodgers - Moneyball with Money,1,Nikolai Khabibulin,4,Brett,9
2015,9,346.l.18224,Dodgers - Moneyball with Money,1,M Z,11,Joshua,2
2015,9,346.l.18224,Dodgers - Moneyball with Money,2,Jeff,9,Kevo,3
2015,10,346.l.18224,Dodgers - Moneyball with Money,0,The Wizard,9,Jeff,5
2015,10,346.l.18224,Dodgers - Moneyball with Money,1,Paulie,8,DiZzY,5
2015,10,346.l.18224,Dodgers - Moneyball with Money,2,Weazy,10,Dan,2
2015,10,346.l.18224,Dodgers - Moneyball with Money,1,Nikolai Khabibulin,8,NOBS,5
2015,10,346.l.18224,Dodgers - Moneyball with Money,1,M Z,9,Brett,4
2015,10,346.l.18224,Dodgers - Moneyball with Money,2,Joshua,3,Kevo,9
2015,11,346.l.18224,Dodgers - Moneyball with Money,2,The Wizard,3,Kevo,9
2015,11,346.l.18224,Dodgers - Moneyball with Money,2,Paulie,8,Jeff,4
2015,11,346.l.18224,Dodgers - Moneyball with Money,0,Weazy,6,DiZzY,8
2015,11,346.l.18224,Dodgers - Moneyball with Money,0,Nikolai Khabibulin,8,Dan,6
2015,11,346.l.18224,Dodgers - Moneyball with Money,3,M Z,1,NOBS,10
2015,11,346.l.18224,Dodgers - Moneyball with Money,3,Joshua,3,Brett,8
2015,12,346.l.18224,Dodgers - Moneyball with Money,2,The Wizard,6,Paulie,6
2015,12,346.l.18224,Dodgers - Moneyball with Money,1,Weazy,4,Jeff,9
2015,12,346.l.18224,Dodgers - Moneyball with Money,1,Nikolai Khabibulin,6,DiZzY,7
2015,12,346.l.18224,Dodgers - Moneyball with Money,2,M Z,8,Dan,4
2015,12,346.l.18224,Dodgers - Moneyball with Money,1,Joshua,11,NOBS,2
2015,12,346.l.18224,Dodgers - Moneyball with Money,0,Brett,10,Kevo,4
2015,13,346.l.18224,Dodgers - Moneyball with Money,2,The Wizard,10,Weazy,2
2015,13,346.l.18224,Dodgers - Moneyball with Money,0,Paulie,5,Kevo,9
2015,13,346.l.18224,Dodgers - Moneyball with Money,2,Nikolai Khabibulin,3,Jeff,9
2015,13,346.l.18224,Dodgers - Moneyball with Money,2,M Z,7,DiZzY,5
2015,13,346.l.18224,Dodgers - Moneyball with Money,2,Joshua,10,Dan,2
2015,13,346.l.18224,Dodgers - Moneyball with Money,3,Brett,4,NOBS,7
2015,14,346.l.18224,Dodgers - Moneyball with Money,2,The Wizard,5,Nikolai Khabibulin,7
2015,14,346.l.18224,Dodgers - Moneyball with Money,0,Paulie,6,Weazy,8
2015,14,346.l.18224,Dodgers - Moneyball with Money,2,M Z,6,Jeff,6
2015,14,346.l.18224,Dodgers - Moneyball with Money,0,Joshua,6,DiZzY,8
2015,14,346.l.18224,Dodgers - Moneyball with Money,0,Brett,6,Dan,8
2015,14,346.l.18224,Dodgers - Moneyball with Money,0,NOBS,9,Kevo,5
2015,15,346.l.18224,Dodgers - Moneyball with Money,1,The Wizard,7,M Z,6
2015,15,346.l.18224,Dodgers - Moneyball with Money,4,Paulie,4,Nikolai Khabibulin,6
2015,15,346.l.18224,Dodgers - Moneyball with Money,0,Weazy,6,Kevo,8
2015,15,346.l.18224,Dodgers - Moneyball with Money,4,Joshua,4,Jeff,6
2015,15,346.l.18224,Dodgers - Moneyball with Money,1,Brett,2,DiZzY,11
2015,15,346.l.18224,Dodgers - Moneyball with Money,1,NOBS,5,Dan,8
2015,16,346.l.18224,Dodgers - Moneyball with Money,0,The Wizard,6,Joshua,8
2015,16,346.l.18224,Dodgers - Moneyball with Money,2,Paulie,9,M Z,3
2015,16,346.l.18224,Dodgers - Moneyball with Money,0,Weazy,7,Nikolai Khabibulin,7
2015,16,346.l.18224,Dodgers - Moneyball with Money,3,Brett,6,Jeff,5
2015,16,346.l.18224,Dodgers - Moneyball with Money,1,NOBS,5,DiZzY,8
2015,16,346.l.18224,Dodgers - Moneyball with Money,2,Dan,3,Kevo,9
2015,17,346.l.18224,Dodgers - Moneyball with Money,2,The Wizard,10,Brett,2
2015,17,346.l.18224,Dodgers - Moneyball with Money,2,Paulie,4,Joshua,8
2015,17,346.l.18224,Dodgers - Moneyball with Money,2,Weazy,3,M Z,9
2015,17,346.l.18224,Dodgers - Moneyball with Money,1,Nikolai Khabibulin,5,Kevo,8
2015,17,346.l.18224,Dodgers - Moneyball with Money,4,NOBS,4,Jeff,6
2015,17,346.l.18224,Dodgers - Moneyball with Money,2,Dan,6,DiZzY,6
2015,18,346.l.18224,Dodgers - Moneyball with Money,0,The Wizard,8,NOBS,6
2015,18,346.l.18224,Dodgers - Moneyball with Money,1,Paulie,10,Brett,3
2015,18,346.l.18224,Dodgers - Moneyball with Money,0,Weazy,12,Joshua,2
2015,18,346.l.18224,Dodgers - Moneyball with Money,2,Nikolai Khabibulin,12,M Z,0
2015,18,346.l.18224,Dodgers - Moneyball with Money,0,Dan,9,Jeff,5
2015,18,346.l.18224,Dodgers - Moneyball with Money,1,DiZzY,1,Kevo,12
2015,19,346.l.18224,Dodgers - Moneyball with Money,1,The Wizard,8,Dan,5
2015,19,346.l.18224,Dodgers - Moneyball with Money,1,Paulie,9,NOBS,4
2015,19,346.l.18224,Dodgers - Moneyball with Money,4,Weazy,7,Brett,3
2015,19,346.l.18224,Dodgers - Moneyball with Money,2,Nikolai Khabibulin,10,Joshua,2
2015,19,346.l.18224,Dodgers - Moneyball with Money,1,M Z,3,Kevo,10
2015,19,346.l.18224,Dodgers - Moneyball with Money,1,DiZzY,8,Jeff,5
2015,20,346.l.18224,Dodgers - Moneyball with Money,2,The Wizard,8,DiZzY,4
2015,20,346.l.18224,Dodgers - Moneyball with Money,2,Paulie,8,Dan,4
2015,20,346.l.18224,Dodgers - Moneyball with Money,0,Weazy,4,NOBS,10
2015,20,346.l.18224,Dodgers - Moneyball with Money,1,Nikolai Khabibulin,8,Brett,5
2015,20,346.l.18224,Dodgers - Moneyball with Money,1,M Z,7,Joshua,6
2015,20,346.l.18224,Dodgers - Moneyball with Money,2,Jeff,7,Kevo,5
2015,21,346.l.18224,Dodgers - Moneyball with Money,0,The Wizard,12,Jeff,2
2015,21,346.l.18224,Dodgers - Moneyball with Money,2,Paulie,4,DiZzY,8
2015,21,346.l.18224,Dodgers - Moneyball with Money,1,Weazy,7,Dan,6
2015,21,346.l.18224,Dodgers - Moneyball with Money,1,Nikolai Khabibulin,4,NOBS,9
2015,21,346.l.18224,Dodgers - Moneyball with Money,1,M Z,6,Brett,7
2015,21,346.l.18224,Dodgers - Moneyball with Money,2,Joshua,2,Kevo,10
2015,22,346.l.18224,Dodgers - Moneyball with Money,2,The Wizard,2,Kevo,10
2015,22,346.l.18224,Dodgers - Moneyball with Money,2,Paulie,4,Jeff,8
2015,22,346.l.18224,Dodgers - Moneyball with Money,3,Weazy,6,DiZzY,5
2015,22,346.l.18224,Dodgers - Moneyball with Money,0,Nikolai Khabibulin,11,Dan,3
2015,22,346.l.18224,Dodgers - Moneyball with Money,4,M Z,5,NOBS,5
2015,22,346.l.18224,Dodgers - Moneyball with Money,1,Joshua,11,Brett,2
2015,23,346.l.18224,Dodgers - Moneyball with Money,1,Paulie,7,Kevo,6
2015,23,346.l.18224,Dodgers - Moneyball with Money,1,Weazy,5,Dan,8
2015,23,346.l.18224,Dodgers - Moneyball with Money,0,Joshua,10,Brett,4
2015,23,346.l.18224,Dodgers - Moneyball with Money,3,NOBS,6,DiZzY,5
2015,24,346.l.18224,Dodgers - Moneyball with Money,0,The Wizard,6,Paulie,8
2015,24,346.l.18224,Dodgers - Moneyball with Money,2,Weazy,4,Brett,8
2015,24,346.l.18224,Dodgers - Moneyball with Money,2,Nikolai Khabibulin,6,NOBS,6
2015,24,346.l.18224,Dodgers - Moneyball with Money,2,M Z,9,Joshua,3
2015,24,346.l.18224,Dodgers - Moneyball with Money,3,Dan,7,Jeff,4
2015,24,346.l.18224,Dodgers - Moneyball with Money,0,DiZzY,13,Kevo,1
2015,25,346.l.18224,Dodgers - Moneyball with Money,1,The Wizard,10,Nikolai Khabibulin,3
2015,25,346.l.18224,Dodgers - Moneyball with Money,3,Paulie,5,NOBS,6
2015,25,346.l.18224,Dodgers - Moneyball with Money,1,M Z,12,Dan,1
2015,25,346.l.18224,Dodgers - Moneyball with Money,3,Joshua,9,Jeff,2
2016,1,357.l.3402,Greinke is a traitor,2,The Wizard,7,Dan,5
2016,1,357.l.3402,Greinke is a traitor,2,Weazy,5,Kevo,7
2016,1,357.l.3402,Greinke is a traitor,2,Brett,4,NOBS,8
2016,1,357.l.3402,Greinke is a traitor,3,Paulie,8,M Z,3
2016,1,357.l.3402,Greinke is a traitor,2,Nikolai Khabibulin,2,DiZzY,10
2016,2,357.l.3402,Greinke is a traitor,2,The Wizard,6,Weazy,6
2016,2,357.l.3402,Greinke is a traitor,1,Dan,5,DiZzY,8
2016,2,357.l.3402,Greinke is a traitor,2,Brett,8,Kevo,4
2016,2,357.l.3402,Greinke is a traitor,1,Paulie,5,NOBS,8
2016,2,357.l.3402,Greinke is a traitor,1,Nikolai Khabibulin,2,M Z,11
2016,3,357.l.3402,Greinke is a traitor,1,The Wizard,5,Brett,8
2016,3,357.l.3402,Greinke is a traitor,2,Dan,5,Weazy,7
2016,3,357.l.3402,Greinke is a traitor,1,Paulie,7,Kevo,6
2016,3,357.l.3402,Greinke is a traitor,0,Nikolai Khabibulin,6,NOBS,8
2016,3,357.l.3402,Greinke is a traitor,2,M Z,8,DiZzY,4
2016,4,357.l.3402,Greinke is a traitor,3,The Wizard,6,Paulie,5
2016,4,357.l.3402,Greinke is a traitor,1,Dan,6,Brett,7
2016,4,357.l.3402,Greinke is a traitor,1,Weazy,3,DiZzY,10
2016,4,357.l.3402,Greinke is a traitor,1,Nikolai Khabibulin,6,Kevo,7
2016,4,357.l.3402,Greinke is a traitor,1,M Z,3,NOBS,10
2016,5,357.l.3402,Greinke is a traitor,2,The Wizard,5,Nikolai Khabibulin,7
2016,5,357.l.3402,Greinke is a traitor,1,Dan,8,Paulie,5
2016,5,357.l.3402,Greinke is a traitor,3,Weazy,4,Brett,7
2016,5,357.l.3402,Greinke is a traitor,2,M Z,3,Kevo,9
2016,5,357.l.3402,Greinke is a traitor,1,NOBS,6,DiZzY,7
2016,6,357.l.3402,Greinke is a traitor,2,The Wizard,2,M Z,10
2016,6,357.l.3402,Greinke is a traitor,1,Dan,7,Nikolai Khabibulin,6
2016,6,357.l.3402,Greinke is a traitor,1,Weazy,6,Paulie,7
2016,6,357.l.3402,Greinke is a traitor,2,Brett,0,DiZzY,12
2016,6,357.l.3402,Greinke is a traitor,0,NOBS,7,Kevo,7
2016,7,357.l.3402,Greinke is a traitor,0,The Wizard,3,NOBS,11
2016,7,357.l.3402,Greinke is a traitor,1,Dan,9,M Z,4
2016,7,357.l.3402,Greinke is a traitor,2,Weazy,4,Nikolai Khabibulin,8
2016,7,357.l.3402,Greinke is a traitor,3,Brett,6,Paulie,5
2016,7,357.l.3402,Greinke is a traitor,3,Kevo,3,DiZzY,8
